year,round,event_name,session_type,Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,SpeedFL,SpeedST
2018,1,Australian Grand Prix,FP1,VAN,McLaren,1.0,,50.217,26.276,,ULTRASOFT,1.0,True,,199.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,2.0,,38.376,24.973,,ULTRASOFT,2.0,False,,194.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,3.0,104.092,40.062,25.482,38.548,SOFT,1.0,True,274.0,202.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,4.0,89.558,29.362,24.068,36.128,SOFT,2.0,True,276.0,292.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,5.0,,29.632,24.11,,SOFT,3.0,True,,293.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,6.0,120.978,57.109,25.451,38.418,SOFT,4.0,False,284.0,204.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,7.0,87.797,29.067,23.839,34.891,SOFT,5.0,False,287.0,292.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,8.0,95.9,29.041,23.842,43.017,SOFT,6.0,False,291.0,295.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,9.0,86.541,28.611,23.629,34.301,SOFT,7.0,False,293.0,302.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,10.0,96.092,32.462,26.316,37.314,SOFT,8.0,False,295.0,279.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,11.0,98.273,31.923,25.347,41.003,SOFT,9.0,False,291.0,306.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,12.0,86.482,28.723,23.47,34.289,SOFT,10.0,False,290.0,303.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,13.0,88.045,28.801,24.268,34.976,SOFT,11.0,False,291.0,302.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,14.0,148.469,35.572,28.287,84.61,SOFT,12.0,False,6.0,281.0
2018,1,Australian Grand Prix,FP1,VAN,McLaren,15.0,,34.489,26.712,,SOFT,13.0,False,,242.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,1.0,,59.606,28.389,,ULTRASOFT,1.0,True,,194.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,2.0,103.443,40.056,25.007,38.38,ULTRASOFT,2.0,False,289.0,192.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,3.0,87.608,28.934,23.395,35.279,ULTRASOFT,3.0,False,292.0,298.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,4.0,108.849,38.062,29.677,41.11,ULTRASOFT,4.0,False,291.0,280.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,5.0,86.299,28.735,23.257,34.307,ULTRASOFT,5.0,False,292.0,299.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,6.0,109.175,36.307,30.111,42.757,ULTRASOFT,6.0,False,292.0,262.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,7.0,85.462,28.37,23.073,34.019,ULTRASOFT,7.0,False,297.0,304.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,8.0,111.096,37.94,30.386,42.77,ULTRASOFT,8.0,False,295.0,225.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,9.0,85.063,28.235,23.122,33.706,ULTRASOFT,9.0,False,296.0,302.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,10.0,,33.492,25.522,,ULTRASOFT,10.0,False,,259.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,11.0,105.258,41.25,26.367,37.641,SUPERSOFT,1.0,True,292.0,207.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,12.0,85.13,28.203,23.041,33.886,SUPERSOFT,2.0,True,293.0,302.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,13.0,112.826,38.31,31.571,42.945,SUPERSOFT,3.0,True,290.0,265.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,14.0,112.838,28.366,23.302,61.17,SUPERSOFT,4.0,True,,299.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,15.0,111.489,46.205,26.638,38.646,SUPERSOFT,5.0,False,292.0,189.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,16.0,85.565,28.279,23.255,34.031,SUPERSOFT,6.0,False,298.0,304.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,17.0,115.108,39.833,30.749,44.526,SUPERSOFT,7.0,False,292.0,300.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,18.0,,28.368,23.273,,SUPERSOFT,8.0,False,,303.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,19.0,118.271,55.691,25.198,37.382,SUPERSOFT,9.0,False,281.0,196.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,20.0,89.347,29.483,23.929,35.935,SUPERSOFT,10.0,False,288.0,282.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,21.0,89.496,29.821,24.051,35.624,SUPERSOFT,11.0,False,280.0,283.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,22.0,89.061,29.533,23.893,35.635,SUPERSOFT,12.0,False,280.0,281.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,23.0,89.042,29.525,23.991,35.526,SUPERSOFT,13.0,False,281.0,280.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,24.0,125.78,29.831,24.053,71.896,SUPERSOFT,14.0,False,7.0,277.0
2018,1,Australian Grand Prix,FP1,RIC,Red Bull Racing,25.0,,38.339,26.551,,SUPERSOFT,15.0,False,,191.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,1.0,,42.499,27.149,,SOFT,2.0,False,,188.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,2.0,104.808,39.591,25.731,39.486,SOFT,3.0,False,283.0,205.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,3.0,90.108,30.324,23.836,35.948,SOFT,4.0,False,292.0,289.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,4.0,87.657,29.12,23.684,34.853,SOFT,5.0,False,295.0,300.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,5.0,92.251,29.146,23.7,39.405,SOFT,6.0,False,293.0,304.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,6.0,86.785,28.877,23.504,34.404,SOFT,7.0,False,298.0,304.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,7.0,92.451,30.467,24.947,37.037,SOFT,8.0,False,300.0,308.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,8.0,85.911,28.6,23.258,34.053,SOFT,9.0,False,298.0,313.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,9.0,110.804,31.176,24.114,55.514,SOFT,10.0,False,,278.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,10.0,,69.524,29.419,,SOFT,10.0,False,,208.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,11.0,104.958,38.244,25.451,41.263,SUPERSOFT,1.0,True,292.0,213.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,12.0,91.504,28.381,23.083,40.04,SUPERSOFT,2.0,True,294.0,305.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,13.0,96.0,31.487,24.313,40.2,SUPERSOFT,3.0,True,300.0,270.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,14.0,91.754,28.364,25.139,38.251,SUPERSOFT,4.0,True,296.0,313.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,15.0,85.34,28.228,23.224,33.888,SUPERSOFT,5.0,True,297.0,310.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,16.0,99.747,33.104,27.379,39.264,SUPERSOFT,6.0,True,296.0,281.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,17.0,84.995,28.172,23.001,33.822,SUPERSOFT,7.0,True,280.0,311.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,18.0,,32.305,26.53,,SUPERSOFT,8.0,True,,235.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,19.0,100.004,38.626,24.976,36.402,SUPERSOFT,9.0,False,277.0,213.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,20.0,89.014,29.572,23.878,35.564,SUPERSOFT,10.0,False,280.0,285.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,21.0,,30.538,29.937,92.425,SUPERSOFT,11.0,False,101.0,285.0
2018,1,Australian Grand Prix,FP1,VET,Ferrari,22.0,,40.066,32.133,,SUPERSOFT,12.0,False,,198.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,1.0,,41.851,27.091,,SOFT,1.0,True,,202.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,2.0,105.081,38.835,25.671,40.575,SOFT,2.0,False,295.0,211.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,3.0,86.989,29.013,23.491,34.485,SOFT,3.0,False,293.0,303.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,4.0,93.167,29.18,25.665,38.322,SOFT,4.0,False,294.0,303.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,5.0,92.296,30.201,25.699,36.396,SOFT,5.0,False,296.0,305.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,6.0,95.605,28.644,26.068,40.893,SOFT,6.0,False,298.0,307.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,7.0,85.842,28.249,23.255,34.338,SOFT,7.0,False,285.0,311.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,8.0,107.889,31.787,24.882,51.22,SOFT,8.0,False,,270.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,9.0,,67.579,29.258,,SOFT,9.0,False,,217.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,10.0,102.187,37.905,25.372,38.91,SOFT,1.0,True,296.0,218.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,11.0,85.488,28.248,23.21,34.03,SOFT,2.0,True,295.0,303.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,12.0,105.409,34.431,28.626,42.352,SOFT,3.0,True,293.0,235.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,13.0,85.734,28.334,23.361,34.039,SOFT,4.0,True,296.0,307.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,14.0,102.661,34.91,23.985,43.766,SOFT,5.0,True,296.0,307.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,15.0,95.615,28.336,24.839,42.44,SOFT,6.0,True,299.0,309.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,16.0,96.818,31.078,26.525,39.215,SOFT,7.0,True,298.0,312.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,17.0,84.875,28.118,23.053,33.704,SOFT,8.0,True,298.0,311.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,18.0,,31.266,26.654,,SOFT,9.0,True,,247.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,19.0,99.732,37.901,25.004,36.827,SOFT,10.0,False,290.0,213.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,20.0,89.193,29.342,24.058,35.793,SOFT,11.0,False,289.0,302.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,21.0,88.68,29.384,23.941,35.355,SOFT,12.0,False,290.0,302.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,22.0,,33.936,29.945,95.897,SOFT,13.0,False,5.0,302.0
2018,1,Australian Grand Prix,FP1,RAI,Ferrari,23.0,,33.27,24.057,,SOFT,14.0,False,,241.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,1.0,,45.356,26.783,,SUPERSOFT,2.0,False,,178.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,2.0,113.516,51.476,25.159,36.881,SUPERSOFT,3.0,False,289.0,211.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,3.0,92.274,29.7,24.042,38.532,SUPERSOFT,4.0,False,290.0,301.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,4.0,88.03,29.102,23.643,35.285,SUPERSOFT,5.0,False,297.0,301.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,5.0,98.689,30.178,24.359,44.152,SUPERSOFT,6.0,False,290.0,297.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,6.0,87.867,28.835,23.897,35.135,SUPERSOFT,7.0,False,291.0,301.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,7.0,87.799,29.036,23.754,35.009,SUPERSOFT,8.0,False,291.0,302.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,8.0,89.749,28.727,23.739,37.283,SUPERSOFT,9.0,False,286.0,303.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,9.0,,34.389,26.803,,SUPERSOFT,10.0,False,,263.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,10.0,115.694,44.626,24.931,46.137,ULTRASOFT,1.0,True,292.0,210.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,11.0,86.458,28.55,23.523,34.385,ULTRASOFT,2.0,True,295.0,305.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,12.0,100.471,31.984,25.482,43.005,ULTRASOFT,3.0,True,289.0,277.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,13.0,89.434,28.662,23.707,37.065,ULTRASOFT,4.0,True,290.0,302.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,14.0,85.73,28.375,23.228,34.127,ULTRASOFT,5.0,True,296.0,300.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,15.0,102.869,33.867,26.599,42.403,ULTRASOFT,6.0,True,297.0,266.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,16.0,85.811,28.202,23.162,34.447,ULTRASOFT,7.0,True,296.0,309.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,17.0,,34.996,26.28,,ULTRASOFT,8.0,True,,268.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,18.0,111.401,45.581,25.242,40.578,ULTRASOFT,9.0,False,290.0,208.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,19.0,90.18,29.67,24.153,36.357,ULTRASOFT,10.0,False,290.0,305.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,20.0,89.998,29.614,24.374,36.01,ULTRASOFT,11.0,False,289.0,305.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,21.0,89.848,29.49,24.365,35.993,ULTRASOFT,12.0,False,292.0,304.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,22.0,92.526,29.531,26.201,36.794,ULTRASOFT,13.0,False,289.0,308.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,23.0,,37.34,33.685,93.871,ULTRASOFT,14.0,False,129.0,248.0
2018,1,Australian Grand Prix,FP1,GRO,Haas F1 Team,24.0,,42.69,32.377,,ULTRASOFT,15.0,False,,168.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,1.0,144.023,48.32,29.131,66.572,SUPERSOFT,1.0,False,,160.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,2.0,,65.25,27.403,,SUPERSOFT,2.0,False,,169.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,3.0,128.766,57.872,25.399,45.495,SUPERSOFT,3.0,False,275.0,159.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,4.0,92.015,30.787,24.714,36.514,SUPERSOFT,4.0,False,280.0,277.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,5.0,96.016,29.933,23.964,42.119,SUPERSOFT,5.0,False,290.0,284.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,6.0,96.492,29.507,23.951,43.034,SUPERSOFT,6.0,False,286.0,301.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,7.0,89.097,29.353,24.112,35.632,SUPERSOFT,7.0,False,287.0,297.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,8.0,89.118,29.389,23.932,35.797,SUPERSOFT,8.0,False,286.0,296.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,9.0,89.346,29.368,24.149,35.829,SUPERSOFT,9.0,False,287.0,292.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,10.0,,34.953,25.712,,SUPERSOFT,10.0,False,,263.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,11.0,115.025,50.721,25.557,38.747,ULTRASOFT,1.0,True,287.0,195.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,12.0,88.437,29.178,23.846,35.413,ULTRASOFT,2.0,True,291.0,300.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,13.0,114.288,35.404,31.187,47.697,ULTRASOFT,3.0,True,287.0,232.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,14.0,88.332,29.208,23.8,35.324,ULTRASOFT,4.0,True,289.0,297.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,15.0,88.297,29.143,23.76,35.394,ULTRASOFT,5.0,True,287.0,301.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,16.0,88.05,29.029,23.821,35.2,ULTRASOFT,6.0,True,295.0,298.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,17.0,112.785,33.469,30.63,48.686,ULTRASOFT,7.0,True,287.0,273.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,18.0,87.964,28.906,23.858,35.2,ULTRASOFT,8.0,True,289.0,303.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,19.0,,37.004,28.96,,ULTRASOFT,9.0,True,,252.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,20.0,116.717,54.132,25.037,37.548,ULTRASOFT,10.0,False,286.0,170.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,21.0,88.518,29.112,24.019,35.387,ULTRASOFT,11.0,False,290.0,298.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,22.0,88.9,29.395,24.045,35.46,ULTRASOFT,12.0,False,291.0,302.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,23.0,89.123,29.439,24.092,35.592,ULTRASOFT,13.0,False,289.0,304.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,24.0,89.632,29.709,24.433,35.49,ULTRASOFT,14.0,False,288.0,304.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,25.0,88.979,29.511,23.988,35.48,ULTRASOFT,15.0,False,289.0,302.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,26.0,88.913,29.263,24.135,35.515,ULTRASOFT,16.0,False,291.0,300.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,27.0,,36.513,29.127,85.501,ULTRASOFT,17.0,False,143.0,191.0
2018,1,Australian Grand Prix,FP1,ERI,Sauber,28.0,,40.181,27.849,,ULTRASOFT,18.0,False,,158.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,1.0,122.753,46.335,28.316,48.102,nan,,True,249.0,184.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,2.0,,33.255,25.15,,SUPERSOFT,1.0,True,,251.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,3.0,125.024,56.553,27.743,40.728,SUPERSOFT,3.0,False,288.0,210.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,4.0,89.187,29.835,23.898,35.454,SUPERSOFT,4.0,False,288.0,293.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,5.0,88.247,29.235,23.615,35.397,SUPERSOFT,5.0,False,292.0,292.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,6.0,107.398,37.791,28.782,40.825,SUPERSOFT,6.0,False,289.0,264.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,7.0,88.063,29.163,23.694,35.206,SUPERSOFT,7.0,False,288.0,294.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,8.0,116.606,35.505,25.64,55.461,SUPERSOFT,8.0,False,,292.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,9.0,,38.041,24.878,,SUPERSOFT,9.0,False,,223.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,10.0,121.174,50.521,28.882,41.771,SUPERSOFT,1.0,True,292.0,208.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,11.0,87.34,28.908,23.462,34.97,SUPERSOFT,2.0,True,290.0,305.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,12.0,109.584,38.517,29.072,41.995,SUPERSOFT,3.0,True,291.0,243.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,13.0,86.494,28.639,23.343,34.512,SUPERSOFT,4.0,True,297.0,304.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,14.0,104.407,37.528,26.843,40.036,SUPERSOFT,5.0,True,289.0,273.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,15.0,88.421,29.088,23.791,35.542,SUPERSOFT,6.0,True,296.0,294.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,16.0,,35.048,31.928,,SUPERSOFT,7.0,True,,306.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,17.0,115.655,52.557,25.503,37.595,SUPERSOFT,8.0,False,278.0,200.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,18.0,91.814,30.427,24.464,36.923,SUPERSOFT,9.0,False,282.0,281.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,19.0,90.688,30.027,24.438,36.223,SUPERSOFT,10.0,False,281.0,287.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,20.0,91.239,30.209,24.561,36.469,SUPERSOFT,11.0,False,280.0,284.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,21.0,90.868,30.257,24.351,36.26,SUPERSOFT,12.0,False,278.0,283.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,22.0,92.046,30.956,24.526,36.564,SUPERSOFT,13.0,False,281.0,283.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,23.0,91.201,30.242,24.467,36.492,SUPERSOFT,14.0,False,278.0,284.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,24.0,132.577,30.598,24.432,77.547,SUPERSOFT,15.0,False,4.0,279.0
2018,1,Australian Grand Prix,FP1,GAS,Toro Rosso,25.0,,40.027,28.385,,SUPERSOFT,16.0,False,,233.0
2018,1,Australian Grand Prix,FP1,PER,Force India,1.0,111.346,43.9,27.546,39.9,ULTRASOFT,1.0,True,238.0,191.0
2018,1,Australian Grand Prix,FP1,PER,Force India,2.0,,35.302,26.266,,ULTRASOFT,2.0,True,,212.0
2018,1,Australian Grand Prix,FP1,PER,Force India,3.0,106.307,39.958,24.846,41.503,ULTRASOFT,3.0,False,294.0,218.0
2018,1,Australian Grand Prix,FP1,PER,Force India,4.0,88.997,29.904,23.803,35.29,ULTRASOFT,4.0,False,298.0,297.0
2018,1,Australian Grand Prix,FP1,PER,Force India,5.0,102.439,32.315,28.294,41.83,ULTRASOFT,5.0,False,295.0,263.0
2018,1,Australian Grand Prix,FP1,PER,Force India,6.0,87.245,29.107,23.564,34.574,ULTRASOFT,6.0,False,299.0,311.0
2018,1,Australian Grand Prix,FP1,PER,Force India,7.0,105.604,34.573,29.384,41.647,ULTRASOFT,7.0,False,293.0,246.0
2018,1,Australian Grand Prix,FP1,PER,Force India,8.0,99.252,34.043,25.778,39.431,ULTRASOFT,8.0,False,295.0,310.0
2018,1,Australian Grand Prix,FP1,PER,Force India,9.0,86.841,28.73,23.545,34.566,ULTRASOFT,9.0,False,298.0,311.0
2018,1,Australian Grand Prix,FP1,PER,Force India,10.0,89.082,29.056,24.338,35.688,ULTRASOFT,10.0,False,294.0,316.0
2018,1,Australian Grand Prix,FP1,PER,Force India,11.0,,34.708,25.504,,ULTRASOFT,11.0,False,,261.0
2018,1,Australian Grand Prix,FP1,PER,Force India,12.0,106.582,37.053,26.028,43.501,SUPERSOFT,1.0,True,296.0,221.0
2018,1,Australian Grand Prix,FP1,PER,Force India,13.0,87.6,28.561,23.741,35.298,SUPERSOFT,2.0,True,292.0,313.0
2018,1,Australian Grand Prix,FP1,PER,Force India,14.0,104.911,34.737,26.959,43.215,SUPERSOFT,3.0,True,294.0,231.0
2018,1,Australian Grand Prix,FP1,PER,Force India,15.0,87.499,28.958,23.546,34.995,SUPERSOFT,4.0,True,299.0,312.0
2018,1,Australian Grand Prix,FP1,PER,Force India,16.0,100.877,33.402,27.966,39.509,SUPERSOFT,5.0,True,295.0,236.0
2018,1,Australian Grand Prix,FP1,PER,Force India,17.0,86.767,28.731,23.505,34.531,SUPERSOFT,6.0,True,295.0,313.0
2018,1,Australian Grand Prix,FP1,PER,Force India,18.0,,37.774,31.918,,SUPERSOFT,7.0,True,,265.0
2018,1,Australian Grand Prix,FP1,PER,Force India,19.0,102.021,38.213,24.851,38.957,SUPERSOFT,8.0,False,279.0,221.0
2018,1,Australian Grand Prix,FP1,PER,Force India,20.0,90.028,29.973,24.225,35.83,SUPERSOFT,9.0,False,281.0,292.0
2018,1,Australian Grand Prix,FP1,PER,Force India,21.0,90.33,29.693,24.537,36.1,SUPERSOFT,10.0,False,280.0,293.0
2018,1,Australian Grand Prix,FP1,PER,Force India,22.0,90.372,29.979,24.334,36.059,SUPERSOFT,11.0,False,281.0,296.0
2018,1,Australian Grand Prix,FP1,PER,Force India,23.0,90.169,29.858,24.379,35.932,SUPERSOFT,12.0,False,279.0,294.0
2018,1,Australian Grand Prix,FP1,PER,Force India,24.0,90.171,29.908,24.217,36.046,SUPERSOFT,13.0,False,280.0,294.0
2018,1,Australian Grand Prix,FP1,PER,Force India,25.0,,35.89,26.096,93.827,SUPERSOFT,14.0,False,62.0,223.0
2018,1,Australian Grand Prix,FP1,PER,Force India,26.0,,34.126,24.97,,SUPERSOFT,15.0,False,,240.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,1.0,,40.635,26.32,,ULTRASOFT,2.0,False,,179.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,2.0,,40.345,25.378,,ULTRASOFT,3.0,False,,202.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,3.0,102.545,40.974,24.867,36.704,SUPERSOFT,1.0,True,289.0,153.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,4.0,86.638,28.853,23.466,34.319,SUPERSOFT,2.0,True,288.0,294.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,5.0,88.034,29.026,23.789,35.219,SUPERSOFT,3.0,True,286.0,292.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,6.0,96.359,30.752,25.797,39.81,SUPERSOFT,4.0,True,289.0,289.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,7.0,86.285,28.727,23.546,34.012,SUPERSOFT,5.0,True,288.0,297.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,8.0,100.535,33.956,27.642,38.937,SUPERSOFT,6.0,True,289.0,274.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,9.0,85.896,28.485,23.312,34.099,SUPERSOFT,7.0,True,289.0,298.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,10.0,,34.137,27.482,,SUPERSOFT,8.0,True,,257.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,11.0,115.334,53.772,25.266,36.296,SUPERSOFT,9.0,False,293.0,214.0
2018,1,Australian Grand Prix,FP1,ALO,McLaren,12.0,87.618,28.877,23.701,35.04,SUPERSOFT,10.0,False,298.0,300.0
