year,round,driver_id,elo_before,elo_change_last_race,elo_change_last_5,elo_trend_direction
2017,4,alonso,1297.05,-4.860000000000127,-191.10000000000014,-1
2017,5,alonso,1136.55,-160.5,-375.9000000000001,-1
2017,7,alonso,1259.44,122.8900000000001,-258.94000000000005,1
2017,8,alonso,1225.88,-33.559999999999945,-184.07999999999993,-1
2017,9,alonso,1386.72,160.83999999999992,84.80999999999995,1
2017,10,alonso,1212.35,-174.37000000000012,-84.70000000000005,-1
2017,11,alonso,1147.41,-64.93999999999983,10.860000000000127,-1
2017,12,alonso,1417.75,270.3399999999999,158.30999999999995,1
2017,13,alonso,1259.28,-158.47000000000003,33.399999999999864,-1
2017,14,alonso,1201.15,-58.12999999999988,-185.56999999999994,-1
2017,15,alonso,1169.73,-31.420000000000073,-42.61999999999989,-1
2017,16,alonso,1321.91,152.18000000000006,174.5,1
2017,17,alonso,1398.14,76.23000000000002,-19.6099999999999,1
2017,18,alonso,1282.32,-115.82000000000016,23.039999999999964,-1
2017,19,alonso,1402.31,119.99000000000001,201.15999999999985,1
2017,20,alonso,1510.77,108.46000000000004,341.03999999999996,1
2018,1,alonso,1531.99,21.220000000000027,210.07999999999993,1
2018,2,alonso,1640.22,108.23000000000002,242.07999999999993,1
2018,3,alonso,1657.78,17.559999999999945,375.46000000000004,1
2018,4,alonso,1658.76,0.9800000000000182,256.45000000000005,1
2018,5,alonso,1665.6,6.839999999999918,154.82999999999993,1
2018,6,alonso,1641.38,-24.2199999999998,109.3900000000001,-1
2018,7,alonso,1319.38,-322.0,-320.8399999999999,-1
2018,8,alonso,1217.18,-102.20000000000005,-440.5999999999999,-1
2018,9,alonso,1205.59,-11.590000000000146,-453.1700000000001,-1
2018,10,alonso,1410.99,205.4000000000001,-254.6099999999999,1
2018,11,alonso,1515.64,104.65000000000009,-125.74000000000001,1
2018,12,alonso,1366.01,-149.6300000000001,46.62999999999988,-1
2018,13,alonso,1497.1,131.08999999999992,279.91999999999985,1
2018,14,alonso,1284.3,-212.79999999999995,78.71000000000004,-1
2018,15,alonso,1202.48,-81.81999999999994,-208.51,-1
2018,16,alonso,1434.85,232.3699999999999,-80.79000000000019,1
2018,17,alonso,1372.74,-62.1099999999999,6.730000000000018,-1
2018,18,alonso,1337.94,-34.799999999999955,-159.15999999999985,-1
2018,19,alonso,1217.31,-120.63000000000011,-66.99000000000001,-1
2018,20,alonso,1097.52,-119.78999999999996,-104.96000000000004,-1
2018,21,alonso,1104.97,7.4500000000000455,-329.8799999999999,1
2021,1,alonso,1331.51,226.53999999999996,-41.23000000000002,1
2021,2,alonso,1223.08,-108.43000000000006,-114.86000000000013,-1
2021,3,alonso,1389.87,166.78999999999996,172.55999999999995,1
2021,4,alonso,1523.4,133.5300000000002,425.8800000000001,1
2021,5,alonso,1360.03,-163.37000000000012,255.05999999999995,-1
2021,6,alonso,1386.79,26.75999999999999,55.27999999999997,1
2021,7,alonso,1577.31,190.51999999999998,354.23,1
2021,8,alonso,1626.29,48.98000000000002,236.42000000000007,1
2021,9,alonso,1628.02,1.7300000000000182,104.61999999999989,1
2021,10,alonso,1603.25,-24.769999999999982,243.22000000000003,-1
2021,11,alonso,1671.67,68.42000000000007,284.8800000000001,1
2021,12,alonso,1776.82,105.14999999999986,199.51,1
2021,13,alonso,1646.44,-130.37999999999988,20.15000000000009,-1
2021,14,alonso,1704.43,57.99000000000001,76.41000000000008,1
2021,15,alonso,1686.64,-17.789999999999964,83.3900000000001,-1
2021,16,alonso,1726.4,39.75999999999999,54.73000000000002,1
2021,17,alonso,1494.79,-231.61000000000013,-282.03,-1
