year,round,driver_id,air_temp_avg_c,air_temp_max_c,track_temp_avg_c,track_temp_max_c,humidity_avg_pct,humidity_max_pct,rainfall_total_mm,rain_flag,cloudcover_avg_pct,windspeed_avg_kmh,windspeed_max_kmh,winddirection_avg,pressure_avg_hpa,uv_index_max,high_temp_flag,cold_track_flag,strong_wind_flag,low_grip_flag,wet_win_rate_career,wet_podium_rate_career,wet_avg_finish,dry_avg_finish,wet_vs_dry_delta,wet_positions_gained_avg,wet_crash_rate,wet_races_count,constructor_id,team_wet_avg_finish,team_dry_avg_finish,team_wet_vs_dry_delta
2016,4,nasr,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,16.33,-6.33,0.0,0.1,0,sauber,10.0,10.0,0.0
2016,4,gutierrez,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,17.67,-7.67,0.0,0.1,0,haas,10.0,10.0,0.0
2016,4,wehrlein,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,15.67,-5.67,0.0,0.1,0,manor,10.0,10.0,0.0
2016,4,max_verstappen,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,8.0,2.0,0.0,0.1,0,toro_rosso,10.0,10.0,0.0
2016,4,vettel,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,8.67,1.33,0.0,0.1,0,ferrari,10.0,10.0,0.0
2016,4,hulkenberg,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,12.33,-2.33,0.0,0.1,0,force_india,10.0,10.0,0.0
2016,4,haryanto,22.0,25.0,35.0,40.0,50.0,60.0,0.0,0.0,30.0,15.0,25.0,180.0,1013.0,5.0,0,0,0,0,0.0,0.0,10.0,19.0,-9.0,0.0,0.1,0,manor,10.0,10.0,0.0
2016,5,max_verstappen,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,10.75,-0.75,0.0,0.1,0,red_bull,10.0,10.0,0.0
2016,5,raikkonen,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,7.0,3.0,0.0,0.1,0,ferrari,10.0,10.0,0.0
2016,5,vettel,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,11.5,-1.5,0.0,0.1,0,ferrari,10.0,10.0,0.0
2016,5,ricciardo,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,5.75,4.25,0.0,0.1,0,red_bull,10.0,10.0,0.0
2016,5,bottas,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,7.75,2.25,0.0,0.1,0,williams,10.0,10.0,0.0
2016,5,sainz,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,12.0,-2.0,0.0,0.1,0,toro_rosso,10.0,10.0,0.0
2016,5,perez,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,12.25,-2.25,0.0,0.1,0,force_india,10.0,10.0,0.0
2016,5,massa,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,6.0,4.0,0.0,0.1,0,williams,10.0,10.0,0.0
2016,5,button,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,14.25,-4.25,0.0,0.1,0,mclaren,10.0,10.0,0.0
2016,5,kvyat,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,11.75,-1.75,0.0,0.1,0,toro_rosso,10.0,10.0,0.0
2016,5,gutierrez,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,17.5,-7.5,0.0,0.1,0,haas,10.0,10.0,0.0
2016,5,ericsson,18.19,19.2,35.0,40.0,77.0,88.0,0.0,0.0,34.5,11.51,14.1,147.88,1003.26,5.0,0,0,0,0,0.0,0.0,10.0,14.75,-4.75,0.0,0.1,0,sauber,10.0,10.0,0.0
