year,round,race_name,driver_id,driver_code,constructor_id,sprint_position,sprint_points,sprint_status
2025,21,São Paulo Grand Prix,hulkenberg,HUL,sauber,15,0.0,Finished
2025,21,São Paulo Grand Prix,lawson,LAW,rb,16,0.0,Finished
2025,21,São Paulo Grand Prix,albon,ALB,williams,17,0.0,Finished
2025,21,São Paulo Grand Prix,bortoleto,BOR,sauber,18,0.0,Retired
2025,21,São Paulo Grand Prix,piastri,PIA,mclaren,19,0.0,Retired
2025,21,São Paulo Grand Prix,colapinto,COL,alpine,20,0.0,Retired
2025,23,Qatar Grand Prix,piastri,PIA,mclaren,1,8.0,Finished
2025,23,Qatar Grand Prix,russell,RUS,mercedes,2,7.0,Finished
2025,23,Qatar Grand Prix,norris,NOR,mclaren,3,6.0,Finished
2025,23,Qatar Grand Prix,max_verstappen,VER,red_bull,4,5.0,Finished
2025,23,Qatar Grand Prix,tsunoda,TSU,red_bull,5,4.0,Finished
2025,23,Qatar Grand Prix,antonelli,ANT,mercedes,6,3.0,Finished
2025,23,Qatar Grand Prix,alonso,ALO,aston_martin,7,2.0,Finished
2025,23,Qatar Grand Prix,sainz,SAI,williams,8,1.0,Finished
2025,23,Qatar Grand Prix,hadjar,HAD,rb,9,0.0,Finished
2025,23,Qatar Grand Prix,albon,ALB,williams,10,0.0,Finished
2025,23,Qatar Grand Prix,bortoleto,BOR,sauber,11,0.0,Finished
2025,23,Qatar Grand Prix,bearman,BEA,haas,12,0.0,Finished
2025,23,Qatar Grand Prix,leclerc,LEC,ferrari,13,0.0,Finished
2025,23,Qatar Grand Prix,lawson,LAW,rb,14,0.0,Finished
2025,23,Qatar Grand Prix,ocon,OCO,haas,15,0.0,Finished
2025,23,Qatar Grand Prix,hulkenberg,HUL,sauber,16,0.0,Finished
2025,23,Qatar Grand Prix,hamilton,HAM,ferrari,17,0.0,Finished
2025,23,Qatar Grand Prix,gasly,GAS,alpine,18,0.0,Finished
2025,23,Qatar Grand Prix,stroll,STR,aston_martin,19,0.0,Finished
2025,23,Qatar Grand Prix,colapinto,COL,alpine,20,0.0,Finished
2026,2,Chinese Grand Prix,russell,RUS,mercedes,1,8.0,Finished
2026,2,Chinese Grand Prix,leclerc,LEC,ferrari,2,7.0,Finished
2026,2,Chinese Grand Prix,hamilton,HAM,ferrari,3,6.0,Finished
2026,2,Chinese Grand Prix,norris,NOR,mclaren,4,5.0,Finished
2026,2,Chinese Grand Prix,antonelli,ANT,mercedes,5,4.0,Finished
2026,2,Chinese Grand Prix,piastri,PIA,mclaren,6,3.0,Finished
2026,2,Chinese Grand Prix,lawson,LAW,rb,7,2.0,Finished
2026,2,Chinese Grand Prix,bearman,BEA,haas,8,1.0,Finished
2026,2,Chinese Grand Prix,max_verstappen,VER,red_bull,9,0.0,Finished
2026,2,Chinese Grand Prix,ocon,OCO,haas,10,0.0,Finished
2026,2,Chinese Grand Prix,gasly,GAS,alpine,11,0.0,Finished
2026,2,Chinese Grand Prix,sainz,SAI,williams,12,0.0,Finished
2026,2,Chinese Grand Prix,bortoleto,BOR,audi,13,0.0,Finished
2026,2,Chinese Grand Prix,colapinto,COL,alpine,14,0.0,Finished
2026,2,Chinese Grand Prix,hadjar,HAD,red_bull,15,0.0,Finished
2026,2,Chinese Grand Prix,albon,ALB,williams,16,0.0,Finished
2026,2,Chinese Grand Prix,alonso,ALO,aston_martin,17,0.0,Finished
2026,2,Chinese Grand Prix,stroll,STR,aston_martin,18,0.0,Finished
2026,2,Chinese Grand Prix,perez,PER,cadillac,19,0.0,Finished
2026,2,Chinese Grand Prix,hulkenberg,HUL,audi,20,0.0,Retired
2026,2,Chinese Grand Prix,bottas,BOT,cadillac,21,0.0,Retired
2026,2,Chinese Grand Prix,arvid_lindblad,LIN,rb,22,0.0,Retired
