circuit_id,circuit_name,race_date,days_until_race,forecast_updated_at,air_temp_avg_c,track_temp_avg_c,humidity_avg_pct,rainfall_total_mm,rain_probability_pct,rain_flag,cloudcover_avg_pct,windspeed_avg_kmh,windspeed_max_kmh,winddirection_avg,pressure_avg_hpa
suzuka,Japanese GP,2026-04-05,7,2026-03-29 08:30,14.5,14.4,60.5,0.0,0.0,0,93.8,5.8,9.6,284.0,1007.3
